,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,cons.conf.idx,euribor3m,y
7309,43.0,1,2,4,0,0,0,0,4,4,997,1.1030733627633398,999,0,1,-46.64647720384131,1.7714258046236728,0
7310,53.53361226803345,1,1,4,0,1,0,0,5,2,218,1.5466387731966549,999,1,1,-34.146638773196656,0.8380386050718318,0
7311,37.33609205135947,2,1,3,1,0,0,0,5,2,475,1.4426052990936828,999,0,3,-36.33360920513595,4.882458080851965,0
7312,35.73593105459425,3,2,5,0,1,0,0,7,2,354,1.5337044363706078,999,0,3,-39.038775359976995,1.056523791997316,0
7313,47.78862812319568,3,2,3,1,0,0,0,6,4,1500,1.789431406159784,999,0,3,-43.43699007844076,4.189002692012568,0
7314,45.0,4,1,7,0,0,0,0,5,1,503,1.0,999,0,3,-45.205335808434675,2.2991966123663046,0
7315,29.581925556379023,7,2,6,0,0,0,0,5,3,686,3.054617037586014,999,0,1,-45.27721009211224,2.2892193817935325,0
7316,34.32077885700484,1,2,5,0,0,0,0,5,2,596,1.0,999,0,3,-42.1924673142029,1.2805662308560388,0
7317,44.294444814428495,6,2,2,0,0,0,0,5,2,973,1.4263887963928767,999,0,3,-42.021389795349805,2.819076059140606,0
7318,69.57552031783791,6,1,4,0,0,0,0,9,2,246,1.6102036219164582,5,1,2,-35.103669699714956,0.8282774664326283,0
7319,35.86724729895579,2,1,7,0,0,0,0,4,1,79,1.0,999,0,3,-47.1,1.405,0
7320,28.0,2,2,6,0,0,0,0,5,1,643,1.1619978837337643,999,0,3,-46.2,1.3421741544874353,0
7321,45.29177447082186,1,2,7,0,1,0,0,4,4,161,1.0,999,0,2,-46.85074100139645,1.3628881046523604,0
7322,43.62418338305772,10,1,6,0,0,0,0,8,3,177,3.0254899701653697,999,0,2,-30.977712320404994,0.8307012950655415,0
7323,25.373662524050598,1,2,6,0,0,0,1,6,1,224,5.505349903797611,999,0,3,-41.17366252405059,2.6233381735770878,0
7324,46.9794532978719,4,2,1,1,0,0,0,5,1,882,1.010273351064049,999,0,3,-36.43355961347589,4.845784985584846,0
7325,52.352907843076096,1,2,7,0,1,0,0,8,5,325,2.7466012066270915,999,0,3,-31.4,0.8705203927602374,0
7326,47.76884871375434,7,2,5,0,0,0,0,8,3,519,1.6054467327017528,5,1,2,-35.093225069480695,0.884,0
7327,48.364845097472084,1,2,3,0,0,1,0,7,4,386,2.0,5,1,2,-37.97976333429745,0.8164283562214381,0
7328,40.73587545049529,9,2,6,0,1,0,0,7,2,608,2.8946562875412742,999,0,3,-36.595115448556015,4.577385514203045,0
7329,41.79174109815062,8,2,4,0,1,0,0,8,4,417,1.3583482196301238,999,0,3,-35.54456025957331,4.203076640407467,0
7330,28.40633282201097,5,3,4,0,0,0,0,5,2,566,1.4063328220109694,999,0,3,-44.77783512296161,2.7767111178223787,0
7331,36.63918666483901,5,2,7,0,0,0,1,5,3,691,10.0,999,0,3,-39.45256933461269,4.910515342241717,0
7332,38.000012280949115,1,2,4,0,0,0,0,5,3,540,1.666663937566864,999,0,3,-45.03333810925799,2.543661714715075,0
7333,76.23536136448934,6,2,5,0,0,0,0,8,3,371,1.3823193177553317,999,0,2,-36.59942840184064,0.9781826485689342,0
7334,40.80079147086027,9,2,5,0,0,0,0,7,2,605,3.1090189571945213,999,0,3,-36.61238909881425,4.563757706722716,0
7335,28.764174055244105,6,3,7,0,0,0,0,9,2,1256,4.059709907926495,999,0,3,-42.28835938710971,4.466443206513237,0
7336,29.16464594242354,10,2,5,0,0,0,0,5,3,553,1.0,999,0,3,-45.17511157066728,2.1562400353510203,0
7337,36.431605662672716,8,3,5,0,1,0,0,9,4,323,1.2537996854070712,999,0,3,-31.806079496651314,0.8370926544245767,0
7338,29.74037709983037,1,2,6,0,0,0,0,6,2,805,1.7892017615515101,999,0,3,-43.62751224917336,4.203758736300782,0
7339,37.34908738901649,1,2,3,1,1,0,0,5,2,1413,2.0,999,0,3,-43.354000968020465,3.671945106733947,0
7340,32.62745462226117,10,3,6,0,0,0,0,9,4,192,2.0,999,0,2,-33.65881806660825,3.23601573653638,0
7341,43.12887736039458,9,2,5,0,0,0,0,7,3,1193,1.0,999,0,3,-40.344186523563856,0.9589882126981633,0
7342,32.521465117168134,7,2,7,0,1,0,0,4,1,712,4.1303662792920335,999,0,3,-46.526388371115054,1.8687128554417647,0
7343,50.76415701848731,5,2,3,0,1,0,0,7,4,228,3.905662807394925,999,0,3,-31.84338480524385,0.868480630272948,0
7344,55.53016776317593,3,2,3,1,0,0,0,9,2,270,2.5301677631759327,4,1,2,-33.28189934209444,0.8888379276249049,0
7345,30.83272858896204,5,2,7,0,1,0,0,7,1,269,1.83272858896204,999,0,2,-32.80507985271886,0.8119673438039501,0
7346,57.086612772235554,7,2,3,0,0,0,0,4,1,176,2.6714784873464197,999,0,3,-36.6368333784522,0.8469974238958342,0
7347,51.69780816840199,1,2,3,0,0,0,0,4,4,717,2.8585159859665006,999,0,3,-33.51057309194206,0.67031872112268,0
7348,33.017804444092214,8,2,7,0,1,0,0,4,2,121,1.0,999,0,3,-47.1,1.423,0
7349,45.45474495308881,1,2,7,0,1,0,0,4,4,206,2.9089412851833885,4,1,2,-38.036094313330096,0.6681799229456563,0
7350,45.84134342825674,5,2,2,0,0,0,0,5,1,965,1.0594962144037212,999,0,3,-46.11273888554121,1.3697211668545566,0
7351,51.07483893129909,6,2,7,0,0,0,0,5,3,288,1.0,3,3,2,-42.04457136314027,0.8745961229007251,0
7352,29.92153299713872,2,2,3,1,0,0,0,7,1,1152,2.9607664985693587,999,0,3,-42.7,4.962,0
7353,48.46418955455308,6,2,7,0,0,0,0,4,1,262,2.0,6,1,2,-34.25358104454469,0.8491661730934569,0
7354,28.94556309871467,10,3,7,0,0,0,0,3,2,389,2.108873802570665,999,0,3,-47.25786701372746,1.4266494968750612,0
7355,37.25106747357724,1,2,4,0,0,0,0,5,3,541,1.8330961169828364,999,0,3,-44.742081795280036,2.8456529042653567,0
7356,49.128488215072906,1,2,4,0,0,0,0,4,3,810,1.0,999,0,1,-46.35312369149404,1.2952915445394433,0
7357,30.130921389528783,1,2,4,0,0,0,0,6,1,1016,5.627537738369479,999,0,3,-43.13453930523561,4.499388336450256,0
7358,38.39307215395611,4,2,6,0,1,0,0,8,2,359,1.898845358992685,999,0,3,-37.22688246928025,0.8543413604143615,0
7359,21.608544733314243,6,2,2,0,1,1,0,7,3,492,2.0,999,0,1,-35.08683578665139,2.2852412468915695,0
7360,43.10163332286411,3,2,2,0,0,0,0,6,3,392,2.0,5,1,2,-42.21669694959181,1.0110308559987526,0
7361,33.46273424149672,1,2,4,0,0,0,0,8,1,213,1.0,999,0,2,-31.4,0.8759607596397653,0
7362,49.34787378246445,1,2,7,0,0,0,0,6,2,214,1.6521262175355518,999,1,1,-37.17426599023692,2.0549760616758017,0
7363,42.22678569451418,1,2,7,0,0,0,0,6,3,541,14.931249976933202,999,0,3,-41.932991072911435,4.958738839293953,0
7364,32.839914186263044,1,2,6,0,0,0,0,7,2,2512,1.0533619379123178,999,0,3,-42.66264664346138,4.913774684947599,0
7365,56.0,4,2,1,0,1,0,0,4,1,326,1.1537375831862233,999,0,3,-46.9616361751324,1.3971593832575027,0
7366,50.47844936776027,3,2,4,1,1,0,0,7,4,659,4.649594192028204,999,0,3,-40.556339166306934,4.962974391288042,0
7367,38.567200714074964,8,2,5,0,1,0,0,7,3,657,5.134401428149923,999,0,3,-37.52823764355263,4.9632688028563,0
7368,38.36768314663793,8,2,4,0,1,0,0,7,5,418,1.2331881219088674,999,0,3,-37.639041604598525,4.96390130690282,0
7369,41.22202557358216,4,1,2,0,0,0,0,8,3,83,2.7777215924520444,999,0,3,-31.722708225289814,0.8476842807662841,0
7370,54.039900547152605,6,2,7,0,0,0,0,8,4,240,1.4900248632118482,999,0,3,-40.596009945284734,3.1902558927431537,0
7371,29.308478782314644,2,2,3,0,1,0,0,5,1,664,1.3084787823146453,999,0,3,-44.84269335781556,2.427723864489287,0
7372,30.114929722185302,1,2,7,0,0,0,0,4,3,367,1.0,999,0,3,-47.1,1.366915495369755,0
7373,29.10488151830189,1,3,7,0,0,0,0,4,3,231,1.0,999,0,1,-40.74465877994343,0.7446828921832104,0
7374,29.813869457290412,2,2,2,1,1,0,0,6,2,481,2.232663178386985,999,0,3,-41.7302010464839,4.675915086591961,0
7375,33.31018285030547,5,1,6,0,1,0,0,3,3,134,1.344908574847262,999,0,3,-48.10023486705706,1.4570811948019367,0
7376,40.27314118141918,1,1,5,0,0,0,0,7,4,2467,1.5533416877643833,999,0,3,-38.78406015190356,2.54753525552972,0
7377,36.093460612307595,10,2,5,0,1,0,0,11,3,191,1.9088782823077006,999,1,1,-30.1,0.7147289737415383,0
7378,29.898935514073873,5,2,6,0,0,0,0,5,3,546,1.9494677570369372,999,0,3,-44.538431425185365,3.0568092451435227,0
7379,30.236854386608826,3,3,6,0,0,0,0,7,2,429,2.539475731101471,999,0,3,-34.20527380172765,1.9541751320852314,0
7380,34.97552772054091,6,2,6,0,0,0,0,6,1,456,1.0,999,0,3,-38.35594989697364,2.3968114423293834,0
7381,44.46661147167338,3,1,4,0,1,0,0,7,4,357,1.6969947856030094,999,0,3,-32.71035019693365,0.9338322047487081,0
7382,60.38681873281748,5,2,7,0,0,0,0,7,3,251,2.0,6,1,2,-37.81967467404036,0.9189064224047944,0
7383,29.24186548363526,1,3,3,0,0,0,0,6,2,575,2.1209327418176294,999,0,3,-42.591160532364135,4.950390456785508,0
7384,75.34855415464743,6,1,1,0,0,0,0,9,4,233,1.0,3,2,2,-29.891324204217657,0.7765159807768794,0
7385,35.89565837406073,4,2,6,1,0,0,0,8,1,455,1.0,999,0,3,-40.01218507330931,3.2122772340113226,0
7386,33.18210274498597,2,2,6,0,1,0,0,10,3,929,1.0,999,0,3,-41.31828852936974,3.629016249708293,0
7387,21.814109528638628,1,3,4,0,0,0,0,6,1,172,1.0,999,0,3,-40.683698638765904,1.1982439771846982,0
7388,37.73684305151929,5,1,6,0,1,0,0,4,1,181,1.9736843051519284,5,1,2,-34.69736807093787,0.6517105021862583,0
7389,49.62362591143734,2,2,5,0,1,0,0,9,3,744,1.5412086371457794,999,0,3,-31.12088053825883,2.669569335316167,0
7390,45.86569299532987,6,2,5,0,1,0,0,7,3,658,5.192271412314133,999,0,3,-38.76550433936337,4.963788407118471,0
7391,28.78002768889259,10,3,7,0,0,0,0,3,2,389,2.439944622214817,999,0,3,-47.737919702211485,1.4620740745769853,0
7392,32.70800449029206,10,2,4,0,0,0,0,5,4,291,4.468996632280954,999,1,1,-41.75580606189428,1.247010145934492,0
7393,34.84321735004148,1,2,3,1,0,0,0,5,4,1134,2.614405783347159,999,0,3,-37.690252145029035,4.87814261783941,0
7394,20.663409903320495,9,3,2,0,1,0,0,4,3,134,1.6634099033204954,999,1,1,-33.65559367128968,0.730396181656209,0
7395,31.67474924766572,8,2,4,0,1,0,0,4,3,752,1.3252507523342791,999,0,3,-46.807274322899154,1.3409314443272633,0
7396,34.39280404178613,9,3,6,0,1,0,0,9,3,191,2.0,999,0,1,-32.103746662105785,0.7054992565850058,0
7397,31.0,3,2,6,0,0,0,0,9,1,257,3.577652801939636,4,1,2,-29.961559850280068,0.7716127865464425,0
7398,67.82942154786319,7,2,2,0,0,0,0,7,2,182,3.0,999,0,3,-30.468161564605932,0.6849281915365617,0
7399,59.62562156260243,3,1,6,0,0,0,0,10,1,661,1.7050248625040973,8,3,2,-46.876830671304496,0.9938688039631268,0
7400,32.68157135893988,7,2,7,0,0,0,0,9,2,204,1.0,6,2,2,-47.899456989667726,0.95872002396182,0
7401,32.0,1,2,4,0,1,0,0,4,4,1080,1.3545417206957029,999,0,3,-45.150020536173635,2.0360842628383513,0
7402,31.71213847040633,5,3,6,0,1,0,0,6,4,414,1.8569042744895923,999,0,3,-43.329621192245796,4.443000153966615,0
7403,33.78707356808048,4,3,3,0,1,0,0,5,3,756,2.557414713616096,999,0,3,-43.74737526008918,3.3333675106893765,0
7404,30.0,3,2,7,0,1,0,0,4,4,323,1.0,999,1,1,-47.1,1.3986373422303386,0
7405,46.30069286827324,1,2,4,0,1,0,0,7,3,660,1.8312933042670774,13,1,2,-31.939861426345352,0.8410409934600924,0
7406,40.958063421729996,1,2,7,0,0,0,0,10,2,135,1.0,999,0,3,-29.16654327850514,0.7208341045093428,0
7407,59.16591470745832,6,2,7,0,1,0,0,8,1,600,2.046338071807871,999,0,3,-36.1,4.965139014215423,0
7408,40.06915537984657,1,2,7,0,0,0,0,4,2,462,1.0,999,0,3,-47.1,1.4455532430387725,0
7409,36.46230249326818,1,3,6,1,1,0,0,8,2,152,1.1397906824301651,3,1,2,-31.337697506731814,0.8397126200866747,0
7410,45.95190953259174,8,2,5,1,0,0,0,6,2,1346,4.9519095325917455,999,0,3,-42.22835928966629,4.9111195218632915,0
7411,27.205258321533915,9,2,6,0,0,0,0,5,4,197,1.0,999,1,1,-45.13248548664139,1.1587913795524658,0
7412,42.907543072924454,6,1,5,0,0,0,0,7,3,778,2.787672409723261,999,0,3,-38.34486636771129,4.926222543308976,0
7413,25.987627130643062,1,2,4,0,0,0,0,5,3,888,3.5486817392461454,999,0,3,-45.7171600694634,1.6712563326072027,0
7414,34.721630506884615,4,2,3,0,1,0,0,5,4,759,2.360815253442308,999,0,3,-43.49383957837788,3.807663379928943,0
7415,32.31712309212867,5,1,4,0,0,0,1,7,1,1913,1.0,999,0,3,-41.25054797009271,4.976306163690275,0
7416,49.93259769498115,3,2,3,0,0,0,0,7,3,235,1.0,5,3,2,-39.354059776206114,0.9504994025733391,0
7417,55.62318509121745,3,2,7,0,0,1,0,4,2,1719,2.1884074543912755,999,0,3,-38.41595976198664,4.207429059986926,0
7418,47.11543210045438,2,2,6,0,0,0,0,5,1,270,1.0,999,0,1,-45.65242424159513,1.2635943883271075,0
7419,31.66620038704092,9,2,5,0,0,0,0,7,2,639,1.0,999,0,3,-31.95633268826513,1.3216182867837394,0
7420,29.3154923799135,1,3,5,0,0,0,0,7,1,278,1.3859153966522504,999,0,3,-49.692957698326126,1.2181971229076565,0
7421,31.93469137080125,6,2,4,0,0,0,0,5,4,727,1.2130617258397498,999,0,3,-45.454283959560875,2.090675299315087,0
7422,44.59900712464542,8,1,6,0,0,0,0,6,3,659,4.133664291784861,999,0,3,-38.52623642067968,2.3054716157934254,0
7423,42.98874508365852,1,2,7,0,1,0,0,8,4,332,1.0,999,0,2,-30.861817662158554,0.8091011254916342,0
7424,36.516432842508614,7,2,5,0,1,0,0,5,3,265,1.7417835787456928,3,2,2,-44.621122355958654,1.2395068192704066,0
7425,43.03346488017548,7,2,5,0,1,0,0,7,3,657,5.525474719979355,999,0,3,-37.66593342406813,4.9642882120799685,0
7426,30.42504266935125,1,3,1,0,0,0,0,6,3,585,2.712521334675624,999,0,3,-42.058730798791935,4.89359795187114,0
7427,45.38146095898935,4,2,6,0,0,0,0,7,2,652,2.4830658512841923,999,0,3,-42.7,4.956690730479495,0
7428,35.95964328038224,10,1,4,0,0,0,0,10,4,636,1.0,999,0,1,-39.794443754410345,3.367239837392199,0
7429,78.11011008255963,5,2,1,0,1,1,0,5,2,223,1.6299633058134588,6,1,2,-38.19079084313671,0.8008608631475512,0
7430,44.804615011754194,6,2,6,0,0,0,0,8,3,135,1.5869743341169462,999,0,1,-30.83272803858354,0.9328103505974109,0
7431,27.506430497006182,5,3,6,0,0,0,0,5,3,381,1.0,20,1,2,-39.44745035500441,0.7237822652540653,0
7432,30.372047297068256,10,2,7,0,1,0,0,6,3,267,1.372047297068257,999,1,1,-40.172047297068254,0.9533956958311968,0
7433,35.180211450840076,8,3,5,0,0,0,0,4,4,218,1.2732628497199756,2,1,2,-45.78833832134412,1.2991436532174858,0
7434,34.691433623827145,10,2,6,0,0,0,0,6,2,647,1.0,999,0,1,-36.45989521279503,1.0851638155851593,0
7435,38.12201583437932,2,2,3,0,0,0,1,5,1,2204,1.0,999,0,3,-36.88806333751729,4.873570280150623,0
7436,44.04503524062164,1,2,7,0,1,0,0,4,3,161,1.0,999,0,2,-46.784737159797615,1.3530608660143117,0
7437,27.61791942253538,2,2,3,0,0,0,0,7,2,1144,1.80895971126769,999,0,3,-42.7,4.962,0
7438,35.53468145298002,8,2,3,0,0,0,0,8,3,568,2.689787635320013,999,0,3,-31.661274188079922,1.4142985424941936,0
7439,41.9654171411044,1,2,4,0,0,0,0,7,3,856,6.9827085705522025,999,0,3,-42.7,4.958613833143558,0
7440,45.678649188502426,5,2,4,0,0,0,0,7,2,337,1.5085071042144014,4,1,2,-35.77428677249183,0.8573743125854336,0
7441,38.51626280753604,1,2,2,1,0,0,0,5,1,1232,2.20155716352665,999,0,3,-46.05890998553135,1.4466204665669187,0
7442,67.91937512148048,5,2,3,0,0,0,0,5,2,288,1.1662499813106937,9,1,2,-39.418125065412575,0.6984962498317961,0
7443,31.196475131791807,7,3,6,0,1,0,1,7,3,263,1.0,999,1,1,-39.979471269768766,1.9814222587686854,0
7444,36.07388502271276,5,2,7,0,0,0,0,6,2,860,1.0,3,2,2,-39.0611497728724,0.7383299304088297,0
7445,59.706194472559005,5,1,5,0,1,0,0,8,2,573,1.0,7,1,1,-46.58180916627076,0.9063107153381665,0
7446,36.46709646791192,10,2,6,0,1,0,0,4,2,276,1.5329035320880786,2,1,2,-46.67961317887927,1.3178232567408958,0
7447,36.015435102474456,7,2,5,0,1,0,0,7,5,416,1.5692235567893638,999,0,3,-39.856875474809804,4.960876987988896,0
7448,33.15696331000422,1,2,7,0,0,0,0,9,4,273,1.8430366899957749,999,0,2,-35.83618891395521,0.8547694301193747,0
7449,63.10567478274438,9,1,5,0,0,0,0,10,4,238,1.4441046739215238,999,0,3,-35.825721858608304,3.1220267619198014,0
7450,33.10497434950705,8,2,4,0,0,0,0,7,2,417,1.0524871747535278,999,0,3,-31.58195553914556,0.9487379595225205,0
7451,45.24411991818598,8,1,4,0,0,0,0,5,3,635,1.824411991818598,999,0,2,-46.20450115827485,1.8371326336725335,0
7452,31.699949933991316,10,2,3,0,0,0,0,5,3,562,1.0,999,0,3,-42.94404405808764,3.932384122698176,0
7453,43.13929420061317,2,2,3,1,1,0,0,6,1,1393,2.139294200613171,999,0,3,-41.83134119513796,4.96010447065046,0
7454,30.522068306348267,6,2,4,0,0,0,0,6,2,587,3.5220683063482654,999,0,3,-41.25403510896915,2.1446515649493607,0
7455,35.59506435084991,7,2,6,0,0,0,0,7,3,210,1.2658440584749848,999,0,3,-33.89893414966485,0.9839573659865943,0
7456,26.358957637382968,8,2,5,0,1,1,0,5,5,1020,2.410260590654258,999,0,3,-42.5436156620564,0.9226946278131132,0
7457,42.14737821734536,4,2,6,0,0,0,0,9,4,616,1.0,999,0,3,-41.25479366060311,4.254050579853365,0
7458,39.992748110610705,4,2,5,0,0,0,0,4,3,956,5.328498740407138,999,0,3,-37.0174045345343,2.0612034083707353,0
7459,20.930528135650505,9,3,2,0,0,0,0,6,3,274,3.534735932174747,6,1,2,-31.017466677745553,0.6840127098329717,0
7460,34.917313830036804,1,2,3,0,0,0,0,5,5,1461,2.0,999,0,3,-45.091576063794854,2.4686111266321715,0
7461,37.523032417323954,2,2,7,0,1,0,0,5,4,688,8.013161381327972,999,0,3,-39.52927082440844,4.910193997884124,0
7462,59.0,4,1,2,0,1,0,0,7,3,215,1.9297517884138982,999,0,3,-32.91818202182981,0.9982396914524975,0
7463,39.42765470796847,7,2,7,0,1,0,0,5,3,598,1.7861726460157648,12,2,1,-39.921382735398424,0.718192093057465,0
7464,48.861802751791544,1,3,3,0,1,1,0,6,2,699,1.1896995413680762,999,0,1,-41.16042912859935,1.9622677021446182,0
7465,37.10332754554559,10,2,6,0,0,0,0,6,2,654,1.2583188638639677,999,0,1,-40.557180267967865,1.4533109505776545,0
7466,37.82725079593772,3,2,3,0,1,0,0,7,3,832,4.0181766578677,999,0,3,-42.7,4.963,0
7467,39.05520042390995,1,2,3,0,0,0,0,7,3,289,2.3165601271729845,999,0,3,-31.927600211954974,1.2994973689281144,0
7468,30.772194491957755,1,2,6,0,0,0,0,4,4,224,1.0,999,0,3,-46.45328711298538,1.692700037524573,0
7469,43.33006309359872,3,2,1,0,0,0,0,5,1,891,2.8349684532006414,999,0,3,-42.39423028045543,2.6762225091444374,0
7470,35.3355020204984,2,2,6,0,0,0,0,5,4,685,1.1849442199446218,999,0,2,-46.2,1.2728708164958467,0
7471,18.737491042748346,9,3,3,0,1,0,0,5,5,491,1.1312544786258272,999,0,2,-44.25743371633776,1.2078107533359272,0
7472,34.0,3,2,7,0,1,0,0,4,4,129,1.0,999,0,3,-47.1,1.4054953240928882,0
7473,40.36268881117133,2,2,6,0,0,0,0,10,2,853,1.0,999,0,3,-42.22305891609003,4.003284979890998,0
7474,35.41434757438207,1,2,7,0,1,0,0,6,3,687,6.808198613932613,999,0,3,-41.42708718305614,4.938209382226066,0
7475,36.269766749444344,6,2,4,0,1,0,0,5,3,163,1.0,999,0,3,-45.46914574042571,2.2299201620443694,0
7476,32.7582393609639,4,2,1,0,0,0,0,5,2,568,3.879119680481949,999,0,3,-36.78077300648186,4.862406656934456,0
7477,27.979384196936216,7,2,4,1,1,0,0,7,2,845,1.0,999,0,3,-42.569651941384045,4.812168675030104,0
7478,57.09769293536546,5,2,7,0,0,0,0,8,4,278,1.9023070646345441,5,2,2,-37.74423233841364,0.8634614129269088,0
7479,31.028565223321472,1,2,7,0,1,0,0,3,2,238,3.0,4,1,2,-34.8,0.6497428405955239,0
7480,34.49377035385047,5,2,1,0,0,0,0,5,3,645,2.6625135692336483,999,0,3,-35.556283923084116,4.188233259559577,0
7481,33.585516716127344,2,2,3,0,0,0,0,5,2,859,1.5855167161273478,999,0,3,-37.62958510386743,4.87890756834833,0
7482,34.31022110973185,5,2,5,0,0,0,0,8,2,289,5.6897788902681485,999,0,3,-33.877422969180046,3.031722426836445,0
7483,32.240204993224296,8,2,7,0,1,0,0,5,4,692,5.120102496612149,999,0,1,-45.779641261857485,1.6952199549412363,0
7484,29.62534710893858,2,3,4,0,0,0,0,9,1,263,4.694521579764129,6,2,2,-35.88096437274989,0.8562418576924276,0
7485,36.700387795515795,2,1,7,0,0,0,0,5,4,539,2.477734689387134,999,0,3,-44.527928587145034,3.0238289016944293,0
7486,49.85628380304612,6,2,3,0,1,0,0,7,4,229,3.5425135212184466,999,0,3,-33.5501864502733,0.9434709578683906,0
7487,48.45110387450318,4,2,4,1,0,0,0,5,2,780,2.669163952938694,999,0,3,-43.75189286902325,3.2684403555421198,0
7488,40.21491039282494,2,2,2,1,0,0,0,5,5,1082,1.1074551964124693,999,0,3,-44.126114709239346,1.2517505380448926,0
7489,47.24733074750974,1,2,7,0,1,0,0,5,3,198,1.3763346262451281,6,1,2,-33.151111688956256,0.6611232254941534,0
7490,24.251574832180953,9,3,3,0,1,0,0,8,1,218,2.807450025818315,5,2,2,-38.424239876072086,0.9257896437261495,0
7491,51.504658420867926,2,2,4,0,1,0,0,6,2,329,4.247670789566039,999,0,3,-40.632763842788684,1.1715601664697644,0
7492,27.298112761269863,7,3,7,0,1,0,0,4,4,387,1.0,9,1,2,-36.150186358603285,0.663022599559367,0
7493,34.1662650233195,10,2,7,0,0,0,0,8,4,285,2.9168674883402534,999,1,1,-38.223252851439796,0.9184879430383797,0
7494,29.681350290414667,6,1,7,0,0,0,0,3,2,92,3.6593248547926662,999,0,3,-49.67068069296624,1.6337019375121693,0
7495,32.16572159823862,1,2,7,0,0,0,0,4,3,358,1.0,999,0,3,-47.1,1.4010953599706437,0
7496,47.16280306560664,1,2,3,0,1,0,0,5,3,833,1.4515498722663898,4,1,2,-36.71957544706763,0.7839516828275378,0
7497,27.59544722767461,8,2,4,0,1,0,0,5,2,560,1.4045527723253888,999,0,2,-45.471805009814304,1.2770893232008544,0
7498,43.63701230976374,2,2,1,1,1,0,0,4,3,626,1.1592530774409353,999,0,3,-46.34332776969684,1.334166388484842,0
7499,30.627416565614418,6,3,7,0,0,0,0,3,4,226,1.627416565614416,999,0,3,-48.919508040281805,1.469151149891993,0
7500,42.698470342839215,1,2,3,1,0,0,0,6,1,695,2.0,999,0,3,-43.838838450015686,3.759386596783438,0
7501,33.741404356361926,2,2,7,0,1,0,0,6,3,686,5.870702178180965,999,0,2,-43.152542376366625,4.477692974516836,0
7502,48.23289619274838,4,2,3,0,0,0,0,6,3,232,1.0,4,2,2,-41.032515009660976,1.0261361194226972,0
7503,36.35309649582933,10,2,6,0,0,0,0,8,3,713,1.0,999,0,3,-36.1,4.962485177628127,0
7504,25.67821886161944,1,3,7,0,0,0,0,5,2,222,5.982671707570841,999,0,2,-40.66435622767611,1.181893404741416,0
7505,28.741893661839086,10,3,6,0,0,0,0,5,3,688,2.556420246379315,999,1,1,-46.2,1.3184202331013792,0
7506,53.922920799698645,1,2,3,0,0,0,0,10,1,1076,4.446653440964338,999,0,3,-42.15079108804219,4.357085612686469,0
7507,58.74342113656289,5,2,7,0,0,0,0,7,3,253,2.0,5,1,2,-36.53234655697426,0.969577848289311,0
7508,28.844646630603776,1,3,7,0,0,0,0,4,3,223,2.386424043275467,999,0,3,-45.64425475456076,1.3467454167635398,0
7509,38.264611294340376,3,2,7,0,0,0,0,5,4,814,1.0,999,0,3,-43.918454039624024,2.405943991944831,0
7510,41.57366276755162,6,2,6,0,0,0,0,6,2,384,2.7147325535103235,999,0,1,-39.51551452215339,0.7764607438527433,0
7511,39.72757374690088,3,2,2,0,0,0,0,9,4,227,1.1919526385445418,999,0,3,-38.67242625309912,4.008121514821029,0
7512,29.96304344623115,1,3,6,0,0,0,0,5,2,617,1.963043446231149,999,0,3,-40.63739116341705,1.392932723906557,0
7513,25.46176147417805,5,2,4,0,0,0,0,5,4,349,2.0,999,1,1,-43.43117065352049,1.2926460062566432,0
7514,39.12880407990458,7,1,6,0,0,0,0,3,2,136,2.0,999,0,3,-47.93264681682767,1.461186905737269,0
7515,45.141454105936255,8,2,4,1,0,0,0,5,3,774,1.0,999,0,1,-46.2,1.3048094396018328,0
7516,46.126929659933865,7,2,4,0,0,0,0,4,2,638,2.0,999,0,3,-46.331698100741804,1.997642205691392,0
7517,28.611920106261707,2,2,6,0,1,0,0,8,3,425,1.731346648956382,999,0,3,-31.4,0.879,0
7518,28.41071279129697,5,2,6,0,1,0,0,8,2,358,2.882653488200866,6,1,2,-37.54693860471966,0.8814081581415896,0
7519,59.72825936662805,2,1,1,0,1,0,0,7,4,217,1.3921396589535657,999,0,2,-33.47675610718602,1.0581630720340671,0
7520,32.19126969084632,1,2,4,0,0,0,0,8,1,1298,1.0441391594260736,999,0,3,-37.563266128510705,0.9376315167709678,0
7521,25.401314887518968,4,3,2,0,1,0,0,5,3,271,2.799707802773563,6,1,2,-38.020832762095345,0.7742317033990684,0
7522,55.1656014660935,9,2,5,0,1,0,0,5,1,332,2.4171992669532494,999,0,3,-46.2,1.354,0
7523,40.542818044632355,2,1,3,0,0,0,0,5,3,499,1.0,999,0,3,-37.52009579065072,4.446707512347653,0
7524,41.73846021348179,6,2,4,0,0,0,0,4,3,1671,2.7923077659176787,999,0,3,-44.87769309531916,2.153853594922963,0
7525,35.323339272337876,1,2,2,0,1,0,0,5,2,732,1.5269449393614898,999,0,3,-44.3071918213841,3.208780342825853,0
7526,79.15231111226676,4,2,1,0,0,0,0,4,2,231,1.0,11,1,2,-34.091386667360055,0.6608478166436982,0
7527,43.040897555484854,2,2,3,0,1,0,0,6,3,826,4.537378864228955,999,0,2,-43.10479349379967,4.537157244522754,0
7528,29.35552360246244,9,2,4,0,0,0,0,7,4,912,1.7851745341541467,999,0,3,-37.32450515532136,4.959562792546467,0
